sequencial_candidato,uf,partido,quantidade_doacoes,quantidade_doadores,total_receita,media_receita,recursos_de_outros_candidatos.comites,recursos_de_pessoas_fisicas,recursos_de_pessoas_juridicas,recursos_proprios,recursos_de_partido_politico,quantidade_despesas,quantidade_fornecedores,total_despesa,media_despesa,situacao
250000002049,SP,PMN,10,6,4320,432,120,0,0,1400,2800,10,6,3060,306,nao_eleito
250000002050,SP,PMN,26,19,13344.75,513.26,1214.75,4930,0,1200,6000,26,19,10094.75,388.26,nao_eleito
250000002051,SP,PMN,11,9,6693.5,608.5,960,3000,0,1300,1433.5,12,9,5443.5,453.62,nao_eleito
250000002052,SP,PMN,7,6,26306.05,3758.01,500,0,5000,15506.05,5300,13,11,25056.05,1927.39,nao_eleito
250000002053,SP,PMN,21,17,37638.24,1792.3,12645,0,20493.24,0,4500,67,55,33998.24,507.44,nao_eleito
250000002054,SP,PMN,7,5,3345,477.86,45,0,0,1000,2300,7,5,2595,370.71,nao_eleito
250000002055,SP,PMN,4,4,1850,462.5,150,0,0,900,800,4,4,1850,462.5,nao_eleito
250000002056,SP,PMN,8,5,3650,456.25,150,0,0,1600,1900,8,5,2350,293.75,nao_eleito
250000002057,SP,PMN,27,19,29490.69,1092.25,5912.69,11400,0,4800,7378,28,20,26490.69,946.1,nao_eleito
250000002058,SP,PMN,9,8,3851.2,427.91,0,400,0,1634.2,1817,9,8,3601.2,400.13,nao_eleito
250000002059,SP,PMN,49,35,118997.77,2428.53,6784.5,90379.27,0,1000,20834,95,64,100621.77,1059.18,nao_eleito
250000002060,SP,PMN,7,6,3410,487.14,60,0,0,2400,950,7,6,3160,451.43,nao_eleito
250000002061,SP,PMN,5,4,2060,412,60,0,0,750,1250,5,4,1810,362,nao_eleito
250000002062,SP,PMN,17,16,13809.8,812.34,90,2400,0,10269.8,1050,19,18,13059.8,687.36,nao_eleito
250000002063,SP,PMN,9,6,4530,503.33,30,0,0,1700,2800,9,6,3180,353.33,nao_eleito
250000002064,SP,PMN,7,6,2810,401.43,60,1000,0,500,1250,7,6,2560,365.71,nao_eleito
250000002065,SP,PMN,48,30,51781,1078.77,0,3400,31730,2755,13896,94,68,39498.73,420.2,nao_eleito
250000002066,SP,PMN,10,10,4498.5,449.85,648.5,900,0,900,2050,10,10,4498.5,449.85,nao_eleito
250000002069,SP,PMN,48,39,132735.5,2765.32,14801.5,21660,285,54083,41906,124,110,128778.88,1038.54,nao_eleito
250000002070,SP,PMN,32,13,11269.7,352.18,1537,0,0,470.7,9262,34,14,6689.35,196.75,nao_eleito
250000002071,SP,PMN,13,7,5670,436.15,0,0,0,2000,3670,14,8,4310,307.86,nao_eleito
250000002072,SP,PMN,67,19,41323.5,616.77,13793.5,5300,0,1200,21030,69,21,21985.5,318.63,nao_eleito
250000002074,SP,PMN,13,7,5540,426.15,0,2000,0,1000,2540,15,9,4480,298.67,nao_eleito
250000002075,SP,PMN,41,41,51580,1258.05,3862.5,34050,1867.5,6500,5300,54,53,51080,945.93,nao_eleito
250000002076,SP,PMN,11,7,6433.5,584.86,3633.5,0,0,500,2300,10,6,2433.5,243.35,nao_eleito
250000002077,SP,PMN,10,8,2180,218,30,0,0,1100,1050,9,7,1673,185.89,nao_eleito
250000002079,SP,PMN,27,24,7063.5,261.61,943.5,1800,0,1520,2800,29,24,6193.5,213.57,nao_eleito
250000002080,SP,PMN,6,4,2770,461.67,120,0,0,1400,1250,6,4,2010,335,nao_eleito
250000002081,SP,PMN,9,8,4149.5,461.06,1699.5,1450,0,0,1000,9,8,4089.5,454.39,nao_eleito
250000002082,SP,PMN,23,22,14118.75,613.86,3798.75,7020,0,2000,1300,27,24,12879.03,477,nao_eleito
250000002084,SP,PMN,7,4,1970,281.43,120,0,0,800,1050,7,4,1410,201.43,nao_eleito
250000002085,SP,PMN,21,21,22960,1093.33,300,9210,0,8000,5450,29,23,19435.1,670.18,nao_eleito
250000002086,SP,PMN,4,3,950,237.5,0,0,0,150,800,8,7,700,87.5,nao_eleito
250000002087,SP,PMN,7,7,12802,1828.86,0,0,0,7352,5450,9,9,12801.52,1422.39,nao_eleito
250000002147,SP,PSOL,3,3,2801,933.67,990,0,0,1811,0,5,5,2801,560.2,nao_eleito
250000002148,SP,PSOL,10,10,3615,361.5,1115,1000,0,1500,0,15,15,3305,220.33,nao_eleito
250000002153,SP,PSOL,9,9,4893,543.67,960,324,0,3609,0,22,18,4848,220.36,nao_eleito
250000002154,SP,PSOL,26,22,18945.75,728.68,1208.75,6017,1300,10420,0,38,31,17802.45,468.49,nao_eleito
250000002156,SP,PSOL,6,6,949.75,158.29,949.75,0,0,0,0,6,6,949.75,158.29,nao_eleito
250000002158,SP,PSOL,25,14,3104,124.16,340,2544,0,220,0,30,18,2842.6,94.75,nao_eleito
250000002159,SP,PSOL,5,5,341,68.2,0,0,0,341,0,9,8,386.96,43,nao_eleito
250000002160,SP,PSOL,19,17,9242,486.42,990,6480,0,1772,0,21,20,9182,437.24,nao_eleito
250000002161,SP,PSOL,11,11,642,58.36,425,67,150,0,0,11,11,642,58.36,nao_eleito
250000002162,SP,PSOL,9,8,3322.5,369.17,1937.5,0,260,1125,0,10,9,3161.25,316.12,nao_eleito
250000002163,SP,PSOL,8,8,5844,730.5,460,4240,0,1144,0,10,9,5794,579.4,nao_eleito
250000002165,SP,PSOL,9,7,1793.75,199.31,1093.75,0,0,700,0,9,7,1588.75,176.53,nao_eleito
250000002167,SP,PSOL,6,6,996.25,166.04,896.25,0,0,100,0,6,6,956.25,159.38,nao_eleito
250000002168,SP,PSOL,15,11,4431.62,295.44,967,2592.72,0,871.9,0,14,10,2792.92,199.49,nao_eleito
250000002169,SP,PSOL,36,26,7272.5,202.01,2052.5,1670,0,3550,0,42,31,6672.5,158.87,nao_eleito
250000002170,SP,PSOL,2,2,647.5,323.75,647.5,0,0,0,0,2,2,647.5,323.75,nao_eleito
250000002171,SP,PSOL,9,9,6628.4,736.49,990,5638.4,0,0,0,14,12,6594.75,471.05,nao_eleito
250000002173,SP,PSOL,263,236,183434.25,697.47,17494.25,112940,0,53000,0,189,135,195331.94,1033.5,eleito
250000002175,SP,PSOL,11,11,1611,146.45,347.5,50,226,987.5,0,13,13,1611,123.92,nao_eleito
250000002177,SP,PSOL,3,3,1326,442,1326,0,0,0,0,3,3,1326,442,nao_eleito
250000002178,SP,PSOL,10,10,5504,550.4,400,4354,0,750,0,10,10,5504,550.4,nao_eleito
250000002180,SP,PSOL,13,12,7291.98,560.92,122.5,945.37,0,6224.11,0,22,21,7241.98,329.18,nao_eleito
250000002181,SP,PSOL,6,6,2347.5,391.25,647.5,700,0,1000,0,9,7,2337.4,259.71,nao_eleito
250000002183,SP,PSOL,3,3,308,102.67,150,0,0,158,0,3,3,308,102.67,nao_eleito
250000002186,SP,PSOL,42,36,23737.5,565.18,1047.5,17140,2300,3250,0,60,47,21687.08,361.45,nao_eleito
250000002187,SP,PSOL,8,8,1227.5,153.44,857.5,220,0,150,0,8,8,1227.5,153.44,nao_eleito
250000002190,SP,PSOL,3,3,608.75,202.92,608.75,0,0,0,0,3,3,608.75,202.92,nao_eleito
250000002194,SP,PSOL,14,13,1398.75,99.91,948.75,450,0,0,0,14,13,1348.75,96.34,nao_eleito
250000002195,SP,PSOL,40,39,30540.94,763.52,990,24393.21,0,5157.73,0,66,61,29804.54,451.58,nao_eleito
250000002196,SP,PSOL,13,12,1928.5,148.35,455,1073.5,0,400,0,17,16,1878.5,110.5,nao_eleito
250000002197,SP,PSOL,29,28,18381.5,633.84,2985,13506.5,0,1890,0,26,25,18347.5,705.67,nao_eleito
250000002198,SP,PSOL,11,10,28271,2570.09,0,27421,0,850,0,14,13,28407,2029.07,nao_eleito
250000002200,SP,PSOL,9,8,6250,694.44,0,4970,1000,0,280,10,9,6175,617.5,nao_eleito
250000002201,SP,PSOL,7,7,3317.5,473.93,957.5,275,0,2085,0,7,7,3317.5,473.93,nao_eleito
250000002202,SP,PSOL,5,5,936.25,187.25,836.25,0,0,100,0,5,5,912.25,182.45,nao_eleito
250000002203,SP,PSOL,13,12,3626,278.92,941,2535,0,150,0,14,12,3226,230.43,nao_eleito
250000002204,SP,PSOL,12,12,13418.5,1118.21,1624.5,1500,5000,5294,0,19,17,12918.5,679.92,nao_eleito
250000002205,SP,PSOL,8,7,947.5,118.44,197.5,350,0,400,0,7,7,943.5,134.79,nao_eleito
250000002206,SP,PSOL,4,4,1255,313.75,455,500,0,300,0,4,4,1235,308.75,nao_eleito
250000002208,SP,PSOL,25,24,26404.3,1056.17,0,4836.7,13010.25,8167.35,390,45,45,26404.3,586.76,nao_eleito
250000002209,SP,PSOL,24,24,8459.38,352.47,462.5,4870,0,3126.88,0,28,28,8459.38,302.12,nao_eleito
250000002213,SP,PSOL,44,42,21756.66,494.47,900,14475,0,6381.66,0,36,34,20595.41,572.09,nao_eleito
250000002214,SP,PSOL,7,7,1422.5,203.21,122.5,0,0,1300,0,7,7,1572.5,224.64,nao_eleito
250000002215,SP,PSOL,7,7,717.5,102.5,717.5,0,0,0,0,6,6,717.5,119.58,nao_eleito
250000002216,SP,PSOL,6,6,1516.25,252.71,796.25,0,0,720,0,7,6,1216.25,173.75,nao_eleito
250000002218,SP,PSOL,40,39,32532.97,813.32,2069.5,23720,0,6582.22,161.25,74,70,32063.49,433.29,nao_eleito
250000002219,SP,PSOL,26,21,66517,2558.35,4327,18190,0,44000,0,131,113,63906.85,487.84,nao_eleito
250000002222,SP,PSOL,21,21,9790,466.19,1326,7214,0,1250,0,27,24,9734.99,360.56,nao_eleito
250000002223,SP,PSOL,17,17,4959.66,291.74,230,4564.66,0,165,0,11,11,4959.66,450.88,nao_eleito
250000002224,SP,PSOL,1,1,400,400,0,0,400,0,0,1,1,400,400,nao_eleito
250000002225,SP,PSOL,9,9,3301.25,366.81,161.25,2240,0,900,0,9,9,3301.25,366.81,nao_eleito
250000002226,SP,PSOL,4,4,731.25,182.81,731.25,0,0,0,0,4,4,731.25,182.81,nao_eleito
250000002227,SP,PSOL,22,20,18069.32,821.33,990,17079.32,0,0,0,43,34,17896.82,416.21,nao_eleito
250000002228,SP,PSOL,11,11,3292.5,299.32,422.5,1700,0,900,270,11,11,3292.5,299.32,nao_eleito
250000002230,SP,PSOL,7,6,6500,928.57,0,3500,0,3000,0,17,10,5506,323.88,nao_eleito
250000002329,SP,PSDC,3,3,2419.71,806.57,2419.71,0,0,0,0,3,3,2419.71,806.57,nao_eleito
250000002332,SP,PRTB,3,3,4310,1436.67,4310,0,0,0,0,3,3,4310,1436.67,nao_eleito
250000002333,SP,PSDC,10,10,33162.71,3316.27,2800,0,22850,2870,4642.71,50,36,30127.91,602.56,nao_eleito
250000002334,SP,PRP,5,5,4623.5,924.7,2623.5,0,0,2000,0,5,5,4623.5,924.7,nao_eleito
250000002335,SP,PSDC,3,3,4157.71,1385.9,0,0,0,0,4157.71,3,3,4157.71,1385.9,nao_eleito
250000002338,SP,PRP,5,5,2773.5,554.7,2623.5,0,0,150,0,7,7,2773.85,396.26,nao_eleito
250000002339,SP,PRP,26,25,158310.83,6088.88,63310.83,20000,50000,25000,0,65,64,158299.83,2435.38,nao_eleito
250000002340,SP,PSDC,15,13,8207.71,547.18,4917.71,2650,280,360,0,17,14,7650.56,450.03,nao_eleito
250000002342,SP,PRP,20,14,2973.5,148.68,2623.5,280,0,70,0,20,14,2853.5,142.68,nao_eleito
250000002343,SP,PRP,4,4,2623.5,655.88,0,0,0,0,2623.5,4,4,2623.5,655.88,nao_eleito
250000002344,SP,PRTB,6,6,5555,925.83,5555,0,0,0,0,6,6,5555,925.83,nao_eleito
250000002345,SP,PRTB,5,5,7610,1522,7610,0,0,0,0,5,5,7610,1522,nao_eleito
250000002347,SP,PSDC,16,16,12918.21,807.39,5937.71,6230.5,0,750,0,16,16,12918.21,807.39,nao_eleito
250000002348,SP,PRP,5,5,1035.5,207.1,0,500,0,0,535.5,8,8,1029.5,128.69,nao_eleito
250000002349,SP,PSDC,6,6,4957.71,826.28,4917.71,0,0,40,0,6,6,4957.71,826.28,nao_eleito
250000002353,SP,PRTB,5,5,7610,1522,7610,0,0,0,0,5,5,7610,1522,nao_eleito
250000002354,SP,PRTB,9,9,8722.54,969.17,8555,0,0,167.54,0,9,9,8722.54,969.17,nao_eleito
250000002355,SP,PRP,4,4,2623.5,655.88,2623.5,0,0,0,0,4,4,2623.5,655.88,nao_eleito
250000002359,SP,PRTB,7,7,8555,1222.14,8555,0,0,0,0,7,7,8555,1222.14,nao_eleito
250000002362,SP,PRTB,9,9,10315,1146.11,8555,0,0,1760,0,10,10,10315,1031.5,nao_eleito
250000002364,SP,PRP,2,2,535.5,267.75,535.5,0,0,0,0,2,2,535.5,267.75,nao_eleito
250000002366,SP,PRTB,10,10,10675,1067.5,8555,1120,1000,0,0,10,10,10675,1067.5,nao_eleito
250000002367,SP,PRP,7,7,27153.33,3879.05,25153.33,0,2000,0,0,25,24,25153.33,1006.13,nao_eleito
250000002369,SP,PRTB,9,9,9705,1078.33,8555,0,0,1150,0,9,8,9055,1006.11,nao_eleito
250000002370,SP,PRP,35,35,228073.33,6516.38,30573.33,79520,107900,10080,0,246,181,196320.43,798.05,nao_eleito
250000002371,SP,PRP,6,6,11205,1867.5,11205,0,0,0,0,6,6,11205,1867.5,nao_eleito
250000002373,SP,PRTB,11,11,9839.5,894.5,8555,1284.5,0,0,0,14,13,9789.5,699.25,nao_eleito
250000002376,SP,PRP,8,8,4089.5,511.19,2989.5,1100,0,0,0,21,17,4077.08,194.15,nao_eleito
250000002377,SP,PRP,10,10,10376.15,1037.62,4888.83,3700,0,1787.32,0,19,17,10098.65,531.51,nao_eleito
250000002378,SP,PRP,5,5,2913.5,582.7,290,0,0,0,2623.5,5,5,2913.5,582.7,nao_eleito
250000002381,SP,PSDC,12,12,11210.71,934.23,8710.71,1300,0,1200,0,15,15,11208.71,747.25,nao_eleito
250000002384,SP,PSDC,14,13,143594.21,10256.73,100344.21,0,30750,0,12500,118,100,124758.56,1057.28,nao_eleito
250000002386,SP,PRP,28,25,134739.08,4812.11,108948.33,15654,0,136.75,10000,116,95,109950.53,947.85,nao_eleito
250000002387,SP,PRTB,8,7,8855,1106.88,8855,0,0,0,0,8,8,8855,1106.88,nao_eleito
250000002388,SP,PRP,3,2,606,202,606,0,0,0,0,3,2,535.5,178.5,nao_eleito
250000002390,SP,PRTB,12,11,14865,1238.75,8555,3000,0,3310,0,27,27,14865,550.56,nao_eleito
250000002394,SP,PSDC,5,5,4570.21,914.04,4570.21,0,0,0,0,5,5,4570.21,914.04,nao_eleito
250000002395,SP,PSDC,12,12,9184.51,765.38,6684.51,0,0,2500,0,12,12,9098.01,758.17,nao_eleito
250000002396,SP,PRP,2,2,535.5,267.75,535.5,0,0,0,0,2,2,535.5,267.75,nao_eleito
250000002397,SP,PRTB,7,7,8555,1222.14,8555,0,0,0,0,7,7,8555,1222.14,nao_eleito
250000002400,SP,PSDC,7,7,3852.21,550.32,1452.21,0,0,2400,0,7,7,3852.21,550.32,nao_eleito
250000002401,SP,PRP,5,5,5870,1174,0,0,0,5870,0,4,4,5843,1460.75,nao_eleito
250000002404,SP,PRTB,7,7,8555,1222.14,8555,0,0,0,0,7,7,8555,1222.14,nao_eleito
250000002408,SP,PRP,12,11,72880,6073.33,2623.5,0,0,70256.5,0,45,28,72342.71,1607.62,nao_eleito
250000002414,SP,PRP,4,4,2623.5,655.88,2623.5,0,0,0,0,4,4,2623.5,655.88,nao_eleito
250000002417,SP,PSDC,5,5,5442.71,1088.54,0,0,0,800,4642.71,4,4,4642.71,1160.68,nao_eleito
250000002419,SP,PRTB,7,7,8555,1222.14,8555,0,0,0,0,7,7,8555,1222.14,nao_eleito
250000002421,SP,PSDC,8,8,8097.71,1012.21,4642.71,0,0,3455,0,10,10,8097.71,809.77,nao_eleito
250000002422,SP,PSDC,7,7,5667.71,809.67,4917.71,0,0,750,0,7,7,5667.71,809.67,nao_eleito
250000002423,SP,PRP,7,7,15873.33,2267.62,15873.33,0,0,0,0,7,7,15873.33,2267.62,nao_eleito
250000002546,SP,PV,62,58,162769,2625.31,0,62500,35269,65000,0,143,115,155505.52,1087.45,nao_eleito
250000002548,SP,PV,2,2,715.5,357.75,445.5,0,270,0,0,2,2,715.5,357.75,nao_eleito
250000002549,SP,PV,6,6,8212.5,1368.75,3062.5,150,5000,0,0,18,18,8212.5,456.25,nao_eleito
250000002550,SP,PV,13,13,263650,20280.77,0,20000,116100,127550,0,52,43,87554.55,1683.74,nao_eleito
250000002552,SP,PV,3,3,6445.5,2148.5,445.5,0,0,6000,0,8,7,5165.5,645.69,nao_eleito
250000002553,SP,PV,48,48,745738.55,15536.22,5052.5,163320,567366.05,10000,0,110,101,647214.05,5883.76,nao_eleito
250000002554,SP,PV,20,18,23218.69,1160.93,3032.13,15000,1000,4186.56,0,21,17,21814.69,1038.79,nao_eleito
250000002555,SP,PV,9,7,131124.59,14569.4,0,800,110579.93,19744.66,0,35,30,120519.59,3443.42,nao_eleito
250000002556,SP,PV,10,7,7496.9,749.69,445.5,6200,0,851.4,0,8,5,4365.5,545.69,nao_eleito
250000002557,SP,PV,7,6,155470.5,22210.07,5470.5,0,150000,0,0,166,159,151270.5,911.27,nao_eleito
250000002558,SP,PV,38,38,22077.2,580.98,8041.2,11000,0,3036,0,39,39,22077.2,566.08,nao_eleito
250000002560,SP,PV,54,49,363617.64,6733.66,15543.5,63849.09,255645.05,28580,0,217,170,324786.58,1496.71,nao_eleito
250000002561,SP,PV,46,44,56928.41,1237.57,6170.5,41617.91,0,8620,520,86,79,51519.65,599.07,nao_eleito
250000002563,SP,PV,9,8,13435,1492.78,2385,1050,0,10000,0,79,77,12938.49,163.78,nao_eleito
250000002565,SP,PV,11,11,6715.8,610.53,4515.8,2000,0,200,0,29,29,6715.57,231.57,nao_eleito
250000002566,SP,PV,2,2,2745.5,1372.75,445.5,0,0,2300,0,2,2,2695.5,1347.75,nao_eleito
250000002567,SP,PV,3,3,2145,715,445,1500,0,200,0,3,3,2145,715,nao_eleito
250000002568,SP,PV,20,20,26270.16,1313.51,15918.5,8853.41,1248.25,250,0,40,32,24689.16,617.23,nao_eleito
250000002570,SP,PV,51,50,331069.48,6491.56,31167,209994.48,88691,1217,0,520,413,297306.53,571.74,nao_eleito
250000002571,SP,PV,39,37,620994.26,15922.93,14377.5,177350,32666.76,378600,18000,453,432,573068.82,1265.05,nao_eleito
250000002573,SP,PV,1,1,250,250,250,0,0,0,0,1,1,250,250,nao_eleito
250000002574,SP,PV,4,4,1746.5,436.62,456.5,1290,0,0,0,6,6,1746.52,291.09,nao_eleito
250000002576,SP,PV,45,37,1487308,33051.29,99759,745050,261499,381000,0,828,674,1189655.31,1436.78,nao_eleito
250000002577,SP,PV,98,94,526240.5,5369.8,30895.5,43135,208410,243800,0,720,676,515661.94,716.2,nao_eleito
250000002578,SP,PV,7,7,3986.5,569.5,1156.5,1350,0,1480,0,5,5,3970.6,794.12,nao_eleito
250000002580,SP,PV,14,10,13815.5,986.82,445.5,13370,0,0,0,13,9,11015.5,847.35,nao_eleito
250000002581,SP,PV,30,28,117630.77,3921.03,1025.5,440,88647.41,27517.86,0,67,50,129960.52,1939.71,nao_eleito
250000002582,SP,PV,64,38,436530.81,6820.79,9977,30400,203460,192693.81,0,1326,560,264025.13,199.11,nao_eleito
250000002583,SP,PV,17,14,75295,4429.12,445,0,0,74850,0,35,31,72648,2075.66,nao_eleito
250000002584,SP,PV,74,73,67777.06,915.91,445.5,29946.16,5865.4,31520,0,90,90,67727.84,752.53,nao_eleito
250000002585,SP,PV,268,265,1520191.38,5672.36,14199.25,127880,641100,737012.13,0,438,417,1309850.38,2990.53,eleito
250000002586,SP,PV,6,6,3695.59,615.93,0,0,0,3695.59,0,5,5,3221.59,644.32,nao_eleito
250000002587,SP,PV,93,85,184844.69,1987.58,0,107130.25,71714.44,6000,0,184,159,172325.69,936.55,nao_eleito
250000002589,SP,PV,8,8,6395.5,799.44,445.5,4080,0,1870,0,8,8,6395.5,799.44,nao_eleito
250000002590,SP,PV,3,3,995.5,331.83,445.5,550,0,0,0,8,8,922.61,115.33,nao_eleito
250000002592,SP,PV,23,17,53373.5,2320.59,445.5,5048,14000,33880,0,22,22,54181.26,2462.78,nao_eleito
250000002593,SP,PV,36,19,436699.18,12130.53,0,0,359601.18,77098,0,547,542,430268.18,786.6,nao_eleito
250000002594,SP,PV,114,107,571786.98,5015.68,1500,237604.32,182925.66,139780,9977,880,591,421003.92,478.41,nao_eleito
250000002595,SP,PV,120,114,440319.5,3669.33,12339.5,142200,268980,16800,0,322,248,701993.64,2180.1,eleito
250000002596,SP,PV,26,25,773206.5,29738.71,27166.5,24600,540640,800,180000,284,264,744854.77,2622.73,eleito
250000002597,SP,PV,6,6,4476.42,746.07,2976.42,0,0,1500,0,19,14,4432.87,233.31,nao_eleito
250000002598,SP,PV,5,5,2015.5,403.1,445.5,500,1070,0,0,9,9,2015.5,223.94,nao_eleito
250000002599,SP,PV,1,1,445.5,445.5,0,0,445.5,0,0,1,1,445.5,445.5,nao_eleito
250000002600,SP,PV,5,5,99977,19995.4,9977,0,40000,0,50000,73,72,97977,1342.15,nao_eleito
250000002602,SP,PV,34,34,78471.17,2307.98,5048.7,8000,26699,38723.47,0,69,60,78499.9,1137.68,nao_eleito
250000002603,SP,PV,24,24,21930.7,913.78,5523.3,11257.4,0,5150,0,28,28,21930.7,783.24,nao_eleito
250000002604,SP,PV,6,6,8245.5,1374.25,445.5,7800,0,0,0,79,78,8215.5,103.99,nao_eleito
250000002605,SP,PV,31,27,342523.33,11049.14,0,129623.33,191900,21000,0,142,113,299372.88,2108.26,nao_eleito
250000002606,SP,PV,10,7,22488,2248.8,0,10000,0,12488,0,10,7,22229,2222.9,nao_eleito
250000002607,SP,PV,71,68,118375.1,1667.25,25840.1,40800,10375,41360,0,152,146,115799.1,761.84,nao_eleito
250000002608,SP,PV,75,67,150724.73,2009.66,10329.16,101595,23800.57,12000,3000,167,136,126124.73,755.24,nao_eleito
250000002611,SP,PV,21,21,19388,923.24,2608,12450,1000,330,3000,33,31,18878,572.06,nao_eleito
250000002612,SP,PV,1,1,4000,4000,0,0,4000,0,0,3,3,4000,1333.33,nao_eleito
250000002614,SP,PV,9,9,14680,1631.11,0,200,9480,5000,0,9,9,14680,1631.11,nao_eleito
250000002615,SP,PV,5,5,3979,795.8,1479,2500,0,0,0,7,7,3950,564.29,nao_eleito
250000002616,SP,PV,8,8,3718.5,464.81,3718.5,0,0,0,0,8,8,3718.5,464.81,nao_eleito
250000002617,SP,PV,8,8,8180.5,1022.56,1230.5,1200,5750,0,0,15,15,8180.5,545.37,nao_eleito
250000002618,SP,PV,18,17,46795.94,2599.77,1463.75,7450,11982.19,25900,0,116,96,41210.94,355.27,nao_eleito
250000002619,SP,PV,110,107,355151.04,3228.65,1695,28907,324049.04,500,0,394,361,395862.94,1004.73,nao_eleito
250000002620,SP,PV,4,4,990,247.5,0,0,980,10,0,4,4,990,247.5,nao_eleito
250000002621,SP,PV,37,35,68860,1861.08,8810,30900,13450,15700,0,47,44,63906,1359.7,nao_eleito
250000002624,SP,PV,193,179,1118854.59,5797.17,107528.6,182959.4,432251.82,396114.77,0,494,461,1073169.07,2172.41,eleito
250000002625,SP,PV,145,105,106455.66,734.18,5117.5,92590.32,997.84,7750,0,176,134,90245.31,512.76,eleito
250000002626,SP,PV,1,1,445.5,445.5,445.5,0,0,0,0,1,1,445.5,445.5,nao_eleito
250000002627,SP,PV,4,2,2840,710,0,0,0,2840,0,8,8,2830,353.75,nao_eleito
250000002629,SP,PV,3,3,6450,2150,0,0,4000,2450,0,6,6,6419.34,1069.89,nao_eleito
250000002630,SP,PV,14,12,31175.5,2226.82,445.5,11000,5000,14730,0,31,26,25387.72,818.96,nao_eleito
250000002631,SP,PV,29,29,64353.5,2219.09,445.5,60740,3168,0,0,129,80,54798.49,424.79,nao_eleito
250000002633,SP,PV,13,12,341855.26,26296.56,1830,0,337950,2075.26,0,58,56,338235.26,5831.64,nao_eleito
250000002634,SP,PV,18,17,22184.12,1232.45,7395.5,14788.62,0,0,0,30,29,22115.01,737.17,nao_eleito
250000002635,SP,PV,67,59,330840.05,4937.91,10872.5,17170,294325,8472.55,0,371,331,291098.99,784.63,nao_eleito
250000002636,SP,PV,10,9,36776.96,3677.7,2374.76,4000,0,30402.2,0,10,9,34776.96,3477.7,nao_eleito
250000002637,SP,PV,12,11,4755,396.25,1900,1150,0,1705,0,21,21,4753.41,226.35,nao_eleito
250000002638,SP,PV,3,3,1656.26,552.09,1656.26,0,0,0,0,3,3,1656.26,552.09,nao_eleito
250000002639,SP,PV,12,11,50487,4207.25,12017,8470,0,0,30000,34,32,44087,1296.68,nao_eleito
250000002640,SP,PV,11,11,32668.23,2969.84,2668.23,10500,0,19500,0,11,11,32668.23,2969.84,nao_eleito
250000002641,SP,PV,37,36,65379.73,1767.02,22756.73,3798,5000,33825,0,58,55,64341.03,1109.33,nao_eleito
250000002642,SP,PV,50,35,247538.5,4950.77,7348.5,17940,209150,13100,0,386,361,228060.76,590.83,nao_eleito
250000002643,SP,PV,6,6,14245.5,2374.25,445.5,500,13300,0,0,23,22,13039.24,566.92,nao_eleito
250000002644,SP,PV,70,62,34340.23,490.57,4575.9,27595,300,1869.33,0,98,92,34053.8,347.49,nao_eleito
250000002645,SP,PV,8,8,24673.5,3084.19,913.5,70,120,23570,0,38,35,24664.8,649.07,nao_eleito
250000002794,SP,PSB,35,24,57368.3,1639.09,312.5,10193,7760,38552.8,550,105,87,76613.75,729.65,nao_eleito
250000002795,SP,PSB,20,17,47029.28,2351.46,1950.26,6500,38029.02,0,550,132,104,42116.78,319.07,nao_eleito
250000002799,SP,PSB,44,38,59238.33,1346.33,1637.76,9094.04,6458,41498.53,550,91,82,52788.33,580.09,nao_eleito
250000002800,SP,PSB,5,5,3800.26,760.05,1950.26,0,0,1300,550,6,6,3800.26,633.38,nao_eleito
250000002801,SP,PSB,22,19,20167.76,916.72,1637.76,8980,8000,1000,550,22,21,20067.76,912.17,nao_eleito
250000002803,SP,PSB,7,6,4605,657.86,205,3400,0,1000,0,7,7,4605,657.86,nao_eleito
250000002805,SP,PSB,5,5,2695.26,539.05,2500.26,0,195,0,0,6,5,3900.04,650.01,nao_eleito
250000002808,SP,PSB,3,3,1125,375,875,0,0,0,250,3,3,1125,375,nao_eleito
250000002809,SP,PSL,3,3,2145,715,1445,700,0,0,0,10,8,1937.4,193.74,nao_eleito
250000002810,SP,PSB,13,13,42505.76,3269.67,1950.26,8600,2000,29405.5,550,25,22,42397.68,1695.91,nao_eleito
250000002811,SP,PSB,7,7,3700.26,528.61,1950.26,1020,0,180,550,9,9,3700.26,411.14,nao_eleito
250000002812,SP,PSL,39,38,54977.75,1409.69,14927.75,40050,0,0,0,25,21,53371.02,2134.84,nao_eleito
250000002813,SP,PSB,1,1,200,200,0,0,0,200,0,1,1,190,190,nao_eleito
250000002814,SP,PSB,6,6,30000,5000,0,0,30000,0,0,41,39,28995.01,707.2,nao_eleito
250000002816,SP,PSL,5,3,110,22,0,0,0,110,0,5,3,65,13,nao_eleito
250000002817,SP,PSL,8,8,8022.2,1002.77,1545,1521,4956.2,0,0,8,8,7980.05,997.51,nao_eleito
250000002818,SP,PSL,10,10,5563,556.3,2303,3060,200,0,0,10,10,5563,556.3,nao_eleito
250000002819,SP,PSB,5,5,4143.15,828.63,3563.15,0,0,30,550,4,4,4113.15,1028.29,nao_eleito
250000002820,SP,PSB,4,4,2500.26,625.07,1950.26,0,0,0,550,4,4,2500.26,625.07,nao_eleito
250000002821,SP,PSB,8,8,4150.26,518.78,2500.26,1000,650,0,0,8,8,4150.26,518.78,nao_eleito
